time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-06-12T05:29:03.160Z,33.1875,-115.6536636,4.65,2.81,ml,65,103,0.02644,0.22,ci,ci39936568,2021-06-12T06:05:52.925Z,"14km WSW of Niland, CA",earthquake,0.34,0.55,0.37,23,automatic,ci,ci
2021-06-12T05:21:15.160Z,19.6336,-63.7375,53,4.01,md,19,327,2.0361,0.16,pr,pr2021163005,2021-06-12T06:42:02.040Z,"172 km NNW of The Valley, Anguilla",earthquake,2.04,11.55,0.06,6,reviewed,pr,pr
2021-06-12T05:03:01.816Z,42.2865,-126.158,10,2.9,ml,,241,1.657,0.63,us,us7000ecbk,2021-06-16T06:49:02.398Z,"143 km W of Gold Beach, Oregon",earthquake,8.8,2,0.041,79,reviewed,us,us
2021-06-12T05:01:11.750Z,33.1975,-115.6535,2.69,2.64,ml,42,44,0.02963,0.23,ci,ci39936392,2021-06-12T05:17:04.040Z,"13km WSW of Niland, CA",earthquake,0.28,0.44,0.154,29,automatic,ci,ci
2021-06-12T05:00:29.710Z,33.208,-115.6436667,2.43,2.47,ml,46,46,0.03046,0.22,ci,ci39936384,2021-06-12T05:04:03.049Z,"12km WSW of Niland, CA",earthquake,0.29,0.48,0.15,30,automatic,ci,ci
2021-06-12T04:55:47.010Z,33.2051667,-115.6426667,3.36,2.49,ml,36,47,0.02769,0.19,ci,ci39936344,2021-06-14T20:34:51.589Z,"12km WSW of Niland, CA",earthquake,0.24,0.33,0.282,7,reviewed,ci,ci
2021-06-12T04:54:37.040Z,33.2166667,-115.6445,2.77,2.91,ml,11,64,0.03817,0.26,ci,ci39936336,2021-06-12T04:58:26.035Z,"12km WSW of Niland, CA",earthquake,0.68,0.74,0.092,14,automatic,ci,ci
2021-06-12T04:54:12.160Z,33.1966667,-115.646,2.47,2.82,ml,45,47,0.02384,0.23,ci,ci39936328,2021-06-12T20:59:43.040Z,"13km WSW of Niland, CA",earthquake,0.27,0.46,0.14,26,automatic,ci,ci
2021-06-12T04:52:06.230Z,33.2181667,-115.6803333,3.24,2.94,ml,11,112,0.05972,0.29,ci,ci37476581,2021-06-14T20:26:14.085Z,"15km W of Niland, CA",earthquake,0.64,0.74,0.07,3,reviewed,ci,ci
2021-06-12T04:51:52.110Z,33.2083333,-115.6496667,3.23,2.63,ml,45,45,0.03388,0.24,ci,ci39936312,2021-06-16T01:21:17.040Z,"13km WSW of Niland, CA",earthquake,0.22,0.43,0.169,25,reviewed,ci,ci
2021-06-12T04:51:41.020Z,33.2001667,-115.6478333,2.88,2.54,ml,46,46,0.02716,0.24,ci,ci39936304,2021-06-14T20:18:21.862Z,"13km WSW of Niland, CA",earthquake,0.26,0.43,0.212,11,reviewed,ci,ci
2021-06-12T04:49:38.280Z,33.206,-115.656,2.62,4.06,mw,112,22,0.03614,0.25,ci,ci39936288,2021-06-14T16:41:48.849Z,"13km WSW of Niland, CA",earthquake,0.14,0.24,,6,reviewed,ci,ci
2021-06-12T04:48:44.560Z,33.2003333,-115.6555,2.94,3.35,ml,59,43,0.03251,0.23,ci,ci39936280,2021-06-14T20:01:25.880Z,"14km WSW of Niland, CA",earthquake,0.19,0.32,0.254,240,reviewed,ci,ci
2021-06-12T04:41:37.860Z,33.1956667,-115.6543333,3.12,3.61,ml,74,29,0.02942,0.25,ci,ci39936232,2021-06-14T17:32:54.840Z,"14km WSW of Niland, CA",earthquake,0.19,0.38,0.126,52,reviewed,ci,ci
2021-06-12T04:41:34.290Z,33.2051667,-115.6555,3.17,3.06,ml,31,42,0.03529,0.2,ci,ci39936224,2021-06-15T16:41:25.073Z,"13km WSW of Niland, CA",earthquake,0.26,0.43,0.094,5,reviewed,ci,ci
2021-06-12T04:41:20.120Z,33.2033333,-115.6575,2.99,3.02,ml,43,42,0.03555,0.22,ci,ci39936216,2021-06-16T01:05:45.040Z,"14km WSW of Niland, CA",earthquake,0.24,0.39,0.092,6,reviewed,ci,ci
2021-06-12T04:40:23.030Z,33.2033333,-115.652,2.41,3.79,ml,49,44,0.03186,0.25,ci,ci39936208,2021-06-14T16:10:25.803Z,"13km WSW of Niland, CA",earthquake,0.25,0.38,0.174,10,reviewed,ci,ci
2021-06-12T04:39:46.510Z,33.2066667,-115.647,2.47,4.32,mw,91,23,0.03115,0.24,ci,ci39936192,2021-06-16T05:29:58.528Z,"12km WSW of Niland, CA",earthquake,0.16,0.28,,6,reviewed,ci,ci
2021-06-12T04:38:00.800Z,33.2125,-115.6445,1.48,2.78,ml,49,25,0.03458,0.21,ci,ci39936184,2021-06-12T20:52:14.040Z,"12km WSW of Niland, CA",earthquake,0.26,0.48,0.15,28,automatic,ci,ci
2021-06-12T04:36:44.870Z,33.203,-115.6433333,3.23,2.84,ml,49,25,0.02638,0.2,ci,ci39936176,2021-06-12T20:47:29.040Z,"12km WSW of Niland, CA",earthquake,0.27,0.43,0.169,29,automatic,ci,ci
2021-06-12T04:32:32.170Z,33.2135,-115.6365,2.69,2.62,ml,10,90,0.03246,0.25,ci,ci39936152,2021-06-12T04:36:09.778Z,"11km WSW of Niland, CA",earthquake,0.8,0.81,0.112,2,automatic,ci,ci
2021-06-12T04:31:32.690Z,33.2043333,-115.6341667,1.65,2.77,ml,21,51,0.02327,0.3,ci,ci39936144,2021-06-12T04:35:20.773Z,"11km WSW of Niland, CA",earthquake,0.54,0.79,0.185,4,automatic,ci,ci
2021-06-12T04:30:28.490Z,33.2068333,-115.6465,2.77,3.85,mw,75,25,0.03101,0.24,ci,ci39936136,2021-06-15T00:01:49.824Z,"12km WSW of Niland, CA",earthquake,0.18,0.34,,4,reviewed,ci,ci
2021-06-12T04:27:34.880Z,33.2081667,-115.6498333,2.97,3.94,mw,80,22,0.03385,0.24,ci,ci39936128,2021-06-14T16:09:26.692Z,"13km WSW of Niland, CA",earthquake,0.19,0.34,,7,reviewed,ci,ci
2021-06-12T04:22:23.650Z,33.2028333,-115.6383333,2.83,2.61,ml,47,27,0.02368,0.22,ci,ci39936096,2021-06-12T04:38:12.040Z,"12km WSW of Niland, CA",earthquake,0.29,0.46,0.145,29,automatic,ci,ci
2021-06-12T03:58:25.686Z,31.65813511,-104.297335,7.185595703,2.7,ml,22,59,0.1162144952,0.3,tx,tx2021lkhl,2021-06-14T14:41:10.816Z,"57 km S of Whites City, New Mexico",earthquake,1.369784381,2.018160901,0.1,11,reviewed,tx,tx
2021-06-12T03:43:43.050Z,19.4555,-63.6228,59,4.04,md,11,344,2.0181,0.18,pr,pr2021163002,2021-06-12T05:06:41.040Z,"149 km NNW of The Valley, Anguilla",earthquake,3.17,10.91,0.03,4,reviewed,pr,pr
2021-06-12T03:36:25.748Z,-33.7487,-72.2162,14.47,5.1,mww,,81,0.51,0.88,us,us7000ec9v,2021-06-15T14:54:58.396Z,"58 km WSW of San Antonio, Chile",earthquake,3.8,4,0.071,19,reviewed,us,us
2021-06-12T02:55:50.046Z,-33.7213,-72.1743,22.8,4.4,mb,,175,0.471,0.65,us,us7000ec9n,2021-06-12T12:59:04.496Z,"54 km WSW of San Antonio, Chile",earthquake,3.8,6.6,0.189,9,reviewed,us,us
2021-06-12T02:52:41.523Z,-23.4244,-66.9025,225.75,4.4,mb,,114,1.265,0.86,us,us7000ec9m,2021-06-12T03:15:14.040Z,"106 km NW of San Antonio de los Cobres, Argentina",earthquake,13.2,10.1,0.268,4,reviewed,us,us
2021-06-12T02:52:24.890Z,17.9843,-66.8203,14,2.5,md,11,193,0.2219,0.13,pr,pr2021163003,2021-06-12T05:20:34.747Z,"1 km S of Indios, Puerto Rico",earthquake,0.71,0.82,0.12,4,reviewed,pr,pr
2021-06-12T02:45:39.100Z,14.0313,-91.615,65.5,4,mb,,179,2.137,0.55,us,us7000ec9l,2021-06-12T03:06:16.040Z,"38 km WSW of Nueva Concepción, Guatemala",earthquake,6.2,12.7,0.081,41,reviewed,us,us
2021-06-12T02:16:56.026Z,-19.3783,-69.1766,113.65,4.1,mb,,75,0.289,0.71,us,us7000ec9e,2021-06-12T02:37:12.040Z,"137 km NE of Iquique, Chile",earthquake,4.5,5.5,0.197,8,reviewed,us,us
2021-06-12T01:56:28.410Z,19.2883,-64.3851,14,3.76,md,16,229,1.3294,0.23,pr,pr2021163001,2021-06-12T03:39:52.751Z,"114 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.64,3.07,0.02,5,reviewed,pr,pr
2021-06-12T01:51:19.046Z,44.3319,-115.147,10,2.8,ml,,48,0.933,0.82,us,us7000ec9a,2021-06-12T14:13:16.630Z,"20 km NW of Stanley, Idaho",earthquake,2.8,2,0.051,50,reviewed,us,us
2021-06-12T01:44:43.055Z,36.5426,70.7376,227.58,4.2,mb,,72,0.596,0.75,us,us7000ec99,2021-06-12T02:00:01.040Z,"36 km SSW of Jurm, Afghanistan",earthquake,8.3,3.5,0.112,22,reviewed,us,us
2021-06-11T23:02:10.090Z,17.9215,-66.894,3,2.76,md,14,223,0.1577,0.33,pr,pr2021162009,2021-06-11T23:17:25.366Z,"5 km SSE of Guánica, Puerto Rico",earthquake,1.03,0.86,0.16,6,reviewed,pr,pr
2021-06-11T22:49:12.314Z,24.8809,122.595,10,4.4,mwr,,69,0.559,0.73,us,us7000ec8x,2021-06-11T23:37:44.040Z,"61 km NW of Yonakuni, Japan",earthquake,3.9,1.9,0.078,16,reviewed,us,us
2021-06-11T22:27:50.048Z,31.66318402,-104.3748847,7.494091797,2.8,ml,32,62,0.1074613997,0.3,tx,tx2021ljwl,2021-06-14T14:36:27.053Z,"56 km S of Whites City, New Mexico",earthquake,1.276893677,1.548776796,0.1,16,reviewed,tx,tx
2021-06-11T21:58:58.218Z,22.6384,121.177,10,4.9,mwr,,56,0.199,0.59,us,us7000ec8i,2021-06-12T00:21:51.355Z,"77 km ENE of Donggang, Taiwan",earthquake,3.5,1.7,0.065,23,reviewed,us,us
2021-06-11T21:37:56.723Z,6.038,126.1934,105.47,4.6,mb,,92,1.192,0.84,us,us7000ec8b,2021-06-11T21:53:18.040Z,"35 km S of Pondaguitan, Philippines",earthquake,4.7,7.4,0.102,29,reviewed,us,us
2021-06-11T21:37:24.439Z,0.1122,100.1558,40.58,4.7,mb,,85,0.909,0.5,us,us7000ec8e,2021-06-11T22:02:51.040Z,"52 km NNW of Bukittinggi, Indonesia",earthquake,8.1,8.1,0.099,31,reviewed,us,us
2021-06-11T20:50:18.510Z,17.9328,-67.014,8,3.22,md,16,235,0.0475,0.13,pr,pr2021162008,2021-06-11T21:10:21.804Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.61,0.45,0.22,15,reviewed,pr,pr
2021-06-11T19:13:46.897Z,3.9428,95.8878,49.45,4.9,mb,,63,1.657,0.96,us,us7000ec6l,2021-06-11T20:24:42.040Z,"34 km SW of Meulaboh, Indonesia",earthquake,5.2,6.1,0.046,157,reviewed,us,us
2021-06-11T18:19:27.417Z,28.3695,-105.1563,10,4.1,mb,,128,1.496,0.56,us,us7000ec5z,2021-06-11T19:04:39.623Z,"24 km E of Jiménez, Mexico",earthquake,4.8,1.9,0.093,35,reviewed,us,us
2021-06-11T17:05:12.460Z,19.1053,-67.22,15,3.56,md,17,230,0.647,0.34,pr,pr2021162006,2021-06-12T01:57:47.237Z,"69 km N of San Antonio, Puerto Rico",earthquake,1.72,4.08,0.09,12,reviewed,pr,pr
2021-06-11T17:04:41.118Z,-29.1107,-66.731,29.96,4.6,mb,,42,2.956,0.61,us,us7000ec5j,2021-06-12T01:10:57.022Z,"34 km NE of Villa Bustos, Argentina",earthquake,5.9,5.3,0.095,36,reviewed,us,us
2021-06-11T16:45:18.952Z,-17.9692,-178.3097,562.91,4.1,mb,,115,3.471,0.71,us,us7000ec5g,2021-06-11T17:45:34.040Z,"251 km E of Levuka, Fiji",earthquake,10.9,9.5,0.092,33,reviewed,us,us
2021-06-11T14:31:11.317Z,37.2724,56.7226,10,4.6,mb,,89,5.329,0.89,us,us7000ec3s,2021-06-11T17:33:05.040Z,"58 km WSW of Bojnūrd, Iran",earthquake,8.8,1.9,0.056,95,reviewed,us,us
2021-06-11T14:13:26.460Z,44.3283333,-115.1723333,10.42,2.51,ml,13,82,0.941,0.28,mb,mb80509389,2021-06-12T05:42:19.775Z,"22 km WNW of Stanley, Idaho",earthquake,0.69,1.32,0.141,12,reviewed,mb,mb
2021-06-11T13:44:14.440Z,19.2015,-67.6918,27,3.33,md,15,246,0.8443,0.51,pr,pr2021162005,2021-06-13T22:24:43.040Z,"100 km NW of San Antonio, Puerto Rico",earthquake,2.43,31.18,0.1,10,reviewed,pr,pr
2021-06-11T10:50:17.300Z,17.9275,-66.8403,10,2.96,md,13,197,0.2082,0.2,pr,pr2021162004,2021-06-11T11:07:04.405Z,"7 km SE of Maria Antonia, Puerto Rico",earthquake,0.7,0.83,0.16,7,reviewed,pr,pr
2021-06-11T10:45:53.300Z,36.9255,-121.6631667,7.04,3.25,mw,95,50,0.005477,0.14,nc,nc73572726,2021-06-15T23:15:28.758Z,"4km NNW of Aromas, CA",earthquake,0.14,0.29,,6,reviewed,nc,nc
2021-06-11T10:17:48.200Z,44.3035,-115.1853333,8.41,2.72,ml,11,83,0.927,0.28,mb,mb80509284,2021-06-12T14:22:57.030Z,"21 km WNW of Stanley, Idaho",earthquake,0.69,1.5,0.141,14,reviewed,mb,mb
2021-06-11T08:57:25.563Z,38.1861,-117.7552,9.7,2.8,ml,31,57.89,0.042,0.1557,nn,nn00809241,2021-06-12T04:56:21.040Z,"38 km SE of Mina, Nevada",earthquake,,0.7,0.28,15,reviewed,nn,nn
2021-06-11T08:35:17.595Z,55.9591,-149.235,7.77,3.9,mb,,143,2.574,0.62,us,us7000ec1d,2021-06-11T20:15:50.466Z,"261 km SE of Chiniak, Alaska",earthquake,3.3,7.1,0.181,8,reviewed,us,us
2021-06-11T08:34:57.286Z,56.0298,-149.2576,10,3.5,ml,,210,2.527,0.7,us,us7000ec1b,2021-06-11T20:09:39.519Z,"255 km SE of Chiniak, Alaska",earthquake,9.1,2,0.128,8,reviewed,us,us
2021-06-11T07:33:25.500Z,23.8731,121.5784,7.38,5.2,mww,,57,0.299,0.64,us,us7000ec0z,2021-06-14T14:44:58.245Z,"11 km SSW of Hualien City, Taiwan",earthquake,4,0.7,0.093,11,reviewed,us,us
2021-06-11T07:29:17.230Z,17.9141,-66.8803,16,2.51,md,8,227,0.173,0.07,pr,pr2021162002,2021-06-11T08:04:23.839Z,"7 km SSE of Guánica, Puerto Rico",earthquake,0.81,1.22,0.32,5,reviewed,pr,pr
2021-06-11T07:05:15.193Z,66.7285,-135.8047,10,3.8,mwr,,72,0.513,0.61,us,us7000ec0v,2021-06-11T21:20:37.040Z,"88 km SSW of Fort McPherson, Canada",earthquake,6.1,2,0.061,26,reviewed,us,us
2021-06-11T07:02:02.410Z,35.12716667,-95.36116667,6.42,2.68,ml,60,75,0,0.22,ok,ok2021lirx,2021-06-11T12:25:36.047Z,"1 km ENE of Quinton, Oklahoma",earthquake,,0.5,0.25,12,reviewed,ok,ok
2021-06-11T07:00:50.694Z,-6.0048,146.2707,107.72,5.1,mb,,75,4.084,0.79,us,us7000ec0u,2021-06-11T08:21:07.119Z,"54 km NE of Kainantu, Papua New Guinea",earthquake,8.1,5.1,0.085,45,reviewed,us,us
2021-06-11T06:48:56.965Z,51.7994,-177.4208,98.46,2.7,ml,,153,0.12,0.25,us,us7000ec6r,2021-06-12T04:51:18.040Z,"54 km W of Adak, Alaska",earthquake,8.6,5,0.128,8,reviewed,us,us
2021-06-11T05:52:56.247Z,66.5572,-147.5468,17.4,3.1,ml,,,,0.72,ak,ak0217g0cnjz,2021-06-11T19:15:21.547Z,"23 km NNW of Beaver, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-06-11T05:36:05.033Z,-34.1271,179.5646,86.63,4.3,mb,,166,3.576,1.08,us,us7000ec06,2021-06-12T04:49:05.040Z,"south of the Kermadec Islands",earthquake,13.5,9.3,0.201,7,reviewed,us,us
2021-06-11T05:12:48.391Z,23.8462,121.5963,6.02,4.9,mww,,57,0.326,0.64,us,us7000ebzt,2021-06-11T07:53:12.569Z,"14 km S of Hualien City, Taiwan",earthquake,3.1,3.8,0.098,10,reviewed,us,us
2021-06-11T05:12:06.360Z,19.298,-155.835,3.61,2.61,ml,44,126,,0.19,hv,hv72517697,2021-06-11T07:30:50.107Z,"17 km S of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.81,0.137573402277308,17,reviewed,hv,hv
2021-06-11T04:44:51.938Z,31.67234813,-104.3792714,7.185595703,3.4,ml,33,57,0.1036476577,0.3,tx,tx2021link,2021-06-11T23:56:32.288Z,"55 km S of Whites City, New Mexico",earthquake,1.306724911,1.407382975,0.1,17,reviewed,tx,tx
2021-06-11T04:44:32.009Z,46.4948,152.2132,66.23,4.4,mb,,189,6.515,0.92,us,us7000ebzg,2021-06-11T05:06:08.040Z,"Kuril Islands",earthquake,7.8,10.5,0.13,17,reviewed,us,us
2021-06-11T03:02:37.855Z,51.4845,-173.2708,35,2.9,ml,,313,0.942,0.29,us,us7000ec6f,2021-06-11T20:49:00.040Z,"101 km SE of Atka, Alaska",earthquake,8.4,2,0.148,6,reviewed,us,us
2021-06-11T03:01:25.889Z,52.7083,-163.0403,10,2.7,ml,,257,2.059,0.4,us,us7000ec6d,2021-06-11T20:42:55.040Z,"240 km S of False Pass, Alaska",earthquake,4.4,2,0.115,10,reviewed,us,us
2021-06-11T02:59:22.925Z,42.1764,-126.6557,10,2.6,ml,,298,2.041,0.6,us,us7000ebyi,2021-06-11T03:49:26.040Z,"186 km W of Gold Beach, Oregon",earthquake,10.8,2,0.06,36,reviewed,us,us
2021-06-11T02:23:43.381Z,0.0496,124.2913,63.96,5.5,mww,,28,1.866,1.2,us,us7000ebx6,2021-06-12T08:39:07.687Z,"147 km ESE of Gorontalo, Indonesia",earthquake,7,5.4,0.066,22,reviewed,us,us
2021-06-11T01:34:05.165Z,-6.8446,125.345,528.03,4.4,mb,,64,3.082,0.76,us,us7000ebwz,2021-06-11T01:51:04.040Z,"191 km N of Dili, Timor Leste",earthquake,12.3,9.9,0.134,17,reviewed,us,us
2021-06-11T01:08:00.650Z,18.2286,-66.932,15,2.85,md,16,90,0.1626,0.08,pr,pr2021162001,2021-06-11T03:32:33.730Z,"6 km ESE of Las Marías, Puerto Rico",earthquake,0.2,0.69,0.09,10,reviewed,pr,pr
2021-06-11T01:06:51.327Z,43.3614,-126.773,10,2.8,ml,,242,2.018,0.85,us,us7000ebws,2021-06-11T01:21:46.040Z,"193 km W of Bandon, Oregon",earthquake,5,2,0.046,62,reviewed,us,us
2021-06-11T01:05:25.890Z,19.2008,-66.104,22,3.49,md,18,259,0.8395,0.14,pr,pr2021162000,2021-06-11T02:06:48.609Z,"81 km N of San Juan, Puerto Rico",earthquake,0.65,13.1,0.04,13,reviewed,pr,pr
2021-06-10T23:45:09.550Z,18.0005,-67.0535,7,2.73,md,13,114,0.0324,0.16,pr,pr2021161009,2021-06-11T00:17:06.362Z,"2 km NNW of La Parguera, Puerto Rico",earthquake,0.55,0.27,0.29,12,reviewed,pr,pr
2021-06-10T23:27:02.434Z,8.9618,-85.4214,10,5.7,mww,,87,1.051,0.82,us,us7000ebw8,2021-06-13T04:00:21.449Z,"102 km S of Sámara, Costa Rica",earthquake,4.6,1.8,0.038,65,reviewed,us,us
2021-06-10T21:28:14.730Z,19.3728333333333,-155.173833333333,2.92,2.48,ml,44,73,,0.1,hv,hv72517132,2021-06-10T21:49:28.660Z,"9 km SE of Volcano, Hawaii",earthquake,0.31,0.47,0.126125245338165,16,reviewed,hv,hv
2021-06-10T20:46:43.590Z,57.9841,-155.9388,0.2,3,ml,,,,0.47,ak,ak0217elphw5,2021-06-15T21:31:22.040Z,"88 km ESE of Egegik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-06-10T20:18:04.188Z,14.0039,-91.5956,70.6,4.2,mb,,192,2.114,1.16,us,us7000ebv3,2021-06-15T21:29:48.040Z,"38 km SW of Nueva Concepción, Guatemala",earthquake,8.6,11.1,0.108,24,reviewed,us,us
2021-06-10T19:32:15.680Z,19.1105,-66.1171,17,3.1,md,9,274,0.7558,0.13,pr,pr2021161008,2021-06-10T20:40:48.575Z,"71 km N of San Juan, Puerto Rico",earthquake,1.89,3.89,0.08,7,reviewed,pr,pr
2021-06-10T18:38:13.520Z,18.0068,-67.056,6,3.07,md,16,107,0.0392,0.07,pr,pr2021161007,2021-06-15T21:20:53.040Z,"3 km NNW of La Parguera, Puerto Rico",earthquake,0.39,0.27,0.22,12,reviewed,pr,pr
2021-06-10T18:02:33.712Z,46.6018,152.7015,35,4,mb,,209,7.54,0.74,us,us7000ed93,2021-06-15T21:32:21.040Z,"Kuril Islands",earthquake,9.1,2,0.3,3,reviewed,us,us
2021-06-10T17:42:16.390Z,19.0816,-66.1018,6,3.87,md,20,228,0.7405,0.57,pr,pr2021161006,2021-06-15T21:18:05.040Z,"68 km N of San Juan, Puerto Rico",earthquake,2.71,2.99,0.08,14,reviewed,pr,pr
2021-06-10T17:27:56.853Z,54.5297,-162.2786,53.46,2.5,ml,,179,0.443,0.33,us,us7000ebtu,2021-06-15T21:22:29.040Z,"59 km S of King Cove, Alaska",earthquake,5.1,9.8,0.115,10,reviewed,us,us
2021-06-10T17:10:19.990Z,33.2246667,-116.0925,8.87,3.03,ml,99,20,0.09343,0.2,ci,ci39933160,2021-06-15T21:15:33.040Z,"10km NNE of Ocotillo Wells, CA",earthquake,0.12,0.52,0.141,142,reviewed,ci,ci
2021-06-10T16:43:52.217Z,-28.093,-70.7887,52.32,4.6,mb,,82,0.275,0.73,us,us7000ebrj,2021-06-10T23:25:56.199Z,"53 km N of Vallenar, Chile",earthquake,4.2,4.6,0.132,18,reviewed,us,us
2021-06-10T15:48:12.784Z,-32.3146,179.7025,379.81,4.4,mb,,103,5.359,1.04,us,us7000ebrd,2021-06-10T18:50:43.040Z,"south of the Kermadec Islands",earthquake,7.9,6.6,0.092,40,reviewed,us,us
2021-06-10T15:36:20.191Z,63.2905,-165.4711,8.7,3,ml,,119,1.28,0.54,us,us7000ebrb,2021-06-10T19:00:06.040Z,"74 km NW of Emmonak, Alaska",earthquake,4.4,6.6,0.115,10,reviewed,us,us
2021-06-10T14:16:10.149Z,-27.1321,-63.4234,570.73,4.4,mb,,45,5.099,0.46,us,us7000ebr3,2021-06-10T15:34:39.040Z,"22 km WSW of El Hoyo, Argentina",earthquake,6.4,7.9,0.056,92,reviewed,us,us
2021-06-10T13:58:36.570Z,17.8815,-66.8651,15,2.5,md,12,242,0.1995,0.17,pr,pr2021161005,2021-06-10T17:57:19.152Z,"10 km SSE of Guánica, Puerto Rico",earthquake,0.83,1.03,0.04,4,reviewed,pr,pr
2021-06-10T11:46:10.331Z,24.5526,102.0142,10,5.1,mb,,26,3.655,1.05,us,us7000ebq9,2021-06-10T12:03:37.720Z,"19 km SW of Longquan, China",earthquake,8.2,1.9,0.045,159,reviewed,us,us
2021-06-10T11:35:46.693Z,42.1573,142.9763,69.68,4.6,mb,,84,0.195,0.81,us,us7000ebq8,2021-06-10T11:54:54.040Z,"53 km ESE of Shizunai-furukawachō, Japan",earthquake,6.9,9.4,0.054,102,reviewed,us,us
2021-06-10T11:31:14.712Z,37.7169,-97.2132,5,2.9,mb_lg,,126,0.676,0.33,us,us7000ebq6,2021-06-14T16:45:47.874Z,"5 km NE of Eastborough, Kansas",earthquake,1.8,1.9,0.069,55,reviewed,us,us
2021-06-10T11:20:15.927Z,60.176,-74.0098,10,4.6,mb,,24,3.551,1.28,us,us7000ebpz,2021-06-10T11:39:40.040Z,"242 km SSE of Salluit, Canada",earthquake,7.3,1.9,0.029,349,reviewed,us,us
2021-06-10T10:12:47.653Z,-4.8687,102.9221,67.09,5.1,mb,,83,0.506,0.79,us,us7000ebnu,2021-06-10T10:29:37.040Z,"100 km SSW of Pagar Alam, Indonesia",earthquake,7.9,5.4,0.082,48,reviewed,us,us
2021-06-10T09:58:05.120Z,17.9685,-66.8398,14,3.14,md,18,181,0.2044,0.43,pr,pr2021161004,2021-06-10T12:05:42.160Z,"3 km SW of Indios, Puerto Rico",earthquake,1.04,1.44,0.07,10,reviewed,pr,pr
2021-06-10T09:56:04.175Z,41.0693,142.2634,46.69,4.8,mb,,96,0.95,0.73,us,us7000ebnm,2021-06-10T23:23:00.986Z,"85 km ENE of Misawa, Japan",earthquake,6.3,6.9,0.038,215,reviewed,us,us
2021-06-10T09:13:51.743Z,61.8063,-149.3405,19.3,2.5,ml,,,,0.66,ak,ak0217eeyobq,2021-06-12T15:00:12.040Z,"8 km NW of Fishhook, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-06-10T08:58:33.260Z,19.5516,-63.7275,49,3.94,md,14,328,1.9915,0.36,pr,pr2021161003,2021-06-10T14:36:11.040Z,"163 km NNW of The Valley, Anguilla",earthquake,3.87,21.62,0.15,6,reviewed,pr,pr
2021-06-10T08:54:17.446Z,-3.0858,28.259,10,5,mww,,69,3.496,0.45,us,us7000ebng,2021-06-12T01:12:06.696Z,"87 km SW of Kabare, Democratic Republic of the Congo",earthquake,9.8,1.8,0.098,10,reviewed,us,us
2021-06-10T08:07:35.647Z,18.9474,-64.4621,35,2.6,ml,,230,1.005,0.49,us,us7000ebnb,2021-06-10T14:32:18.040Z,"76 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,9.1,2,0.067,29,reviewed,us,us
2021-06-10T06:42:13.205Z,36.5747,70.9387,208.12,4,mb,,74,0.622,1.02,us,us7000ebn3,2021-06-10T07:01:27.040Z,"33 km SSE of Jurm, Afghanistan",earthquake,9.2,7.8,0.156,11,reviewed,us,us
2021-06-10T05:44:44.731Z,-15.4726,-174.6175,258.74,4.4,mb,,119,3.153,0.58,us,us7000ebmy,2021-06-10T05:59:57.040Z,"102 km WNW of Hihifo, Tonga",earthquake,11.2,6.7,0.104,27,reviewed,us,us
2021-06-10T05:14:49.737Z,51.4655,-169.3844,27.71,3.3,ml,,222,1.396,0.56,us,us7000ebtm,2021-06-11T05:02:06.040Z,"167 km SSW of Nikolski, Alaska",earthquake,7.7,15.6,0.105,12,reviewed,us,us
2021-06-10T04:57:36.874Z,56.3158,-149.3123,10,2.9,ml,,229,2.314,0.64,us,us7000ebml,2021-06-14T01:42:51.040Z,"231 km SE of Chiniak, Alaska",earthquake,6.4,2,0.069,28,reviewed,us,us
2021-06-10T04:41:13.692Z,51.2708,-174.1386,35,3.2,ml,,227,1.005,0.49,us,us7000ebtj,2021-06-14T01:30:47.040Z,"103 km S of Atka, Alaska",earthquake,2.7,2,0.128,8,reviewed,us,us
2021-06-10T04:41:13.231Z,31.65084484,-104.5609927,6.362939453,2.7,ml,23,79,0.05434033648,0.3,tx,tx2021lgrt,2021-06-14T00:24:49.040Z,"60 km SSW of Whites City, New Mexico",earthquake,1.873816558,1.347354132,0.1,11,reviewed,tx,tx
2021-06-10T03:38:15.640Z,18.021,-66.8348,14,2.81,md,22,151,0.2157,0.11,pr,pr2021161001,2021-06-10T04:40:11.140Z,"2 km SE of Yauco, Puerto Rico",earthquake,0.31,0.41,0.08,13,reviewed,pr,pr
2021-06-10T03:00:04.360Z,19.2446666666667,-155.3985,32.12,2.45,ml,56,92,,0.11,hv,hv72515297,2021-06-14T00:18:46.040Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.42,0.53,0.216715849321252,27,reviewed,hv,hv
2021-06-10T02:46:37.244Z,46.147,53.1117,10,3.8,mb,,117,5.561,0.76,us,us7000ebmb,2021-06-13T23:57:32.891Z,"43 km SW of Karaton, Kazakhstan",earthquake,6.6,2,0.207,7,reviewed,us,us
